Row,Xpos,Ypos
ROI# 1,1486.49428571429,1329.13428571429
ROI# 2,1228.8,714.24
ROI# 3,1365.72666666667,1363.15333333333
ROI# 4,1188.615,446.34
ROI# 5,1201.32307692308,1832.55076923077
ROI# 6,1041.27,651.73
ROI# 7,1344.89,964.28
ROI# 8,1430.618,785.68
ROI# 9,862.67,2053.74
ROI# 10,1094.03818181818,743.465454545455
ROI# 11,925.18,526.71
ROI# 12,684.07,2137.08666666667
ROI# 13,960.9,1848.35
ROI# 14,603.7,928.56
ROI# 15,1003.97411764706,2099.96588235294
ROI# 16,1582.03111111111,978.171111111111
ROI# 17,873.584444444444,1506.03333333333
ROI# 18,1002.57333333333,2006.11333333333
ROI# 19,460.82,1973.37
ROI# 20,809.901818181818,2300.53272727273
ROI# 21,1523.49,901.77
ROI# 22,1639.58,857.12
ROI# 23,1076.99,883.91
ROI# 24,535.507272727273,512.909090909091
ROI# 25,1003.97411764706,2099.96588235294
ROI# 26,1575.284,1050.008
ROI# 27,1646.07454545455,728.852727272727
ROI# 28,893.032,410.62
ROI# 29,1226.36454545455,367.593636363636
ROI# 30,1264.52,1612.34285714286
ROI# 31,380.45,562.43
ROI# 32,588.0725,640.5675
ROI# 33,612.63,803.54
ROI# 34,800.16,870.515
ROI# 35,873.8325,729.8675
ROI# 36,871.6,594.322857142857
ROI# 37,990.666666666667,577.313333333333
ROI# 38,1137.51555555556,630.893333333333
ROI# 39,958.6675,783.4475
ROI# 40,919.226666666666,904.746666666667
ROI# 41,1193.08,794.61
ROI# 42,1376.78285714286,660.66
ROI# 43,1400.256,557.072
ROI# 44,1362.75,812.47
ROI# 45,1315.8675,895.0725
ROI# 46,1448.22285714286,1071.44
ROI# 47,1437.16666666667,1005.95333333333
ROI# 48,1348.71714285714,1053.58
ROI# 49,1358.285,1209.855
ROI# 50,1452.05,1294.69
ROI# 51,1373.66444444444,1511.98666666667
ROI# 52,1288.33333333333,1309.57333333333
ROI# 53,1273.45,1142.88
ROI# 54,1219.87,1178.6
ROI# 55,1159.5925,1305.8525
ROI# 56,504.658181818182,421.985454545455
ROI# 57,1240.70666666667,1476.26666666667
ROI# 58,1079.42545454545,1483.84363636364
ROI# 59,1041.27,1169.67
ROI# 60,937.086666666666,1283.77555555556
ROI# 61,987.69,1357.2
ROI# 62,937.086666666666,1283.77555555556
ROI# 63,1088.1525,1645.1925
ROI# 64,1112.71,1571.52
ROI# 65,802.3925,1198.6925
ROI# 66,695.2325,1145.1125
ROI# 67,1005.55,1544.73
ROI# 68,978.76,1473.29
ROI# 69,648.35,1330.41
ROI# 70,590.942857142857,1446.5
ROI# 71,432.244,1514.368
ROI# 72,268.825,1446.5
ROI# 73,800.16,1602.13714285714
ROI# 74,922.203333333333,1681.65666666667
ROI# 75,607.272,1828.704
ROI# 76,291.15,1848.35
ROI# 77,291.15,1848.35
ROI# 78,259.895,2250.2
ROI# 79,579.886666666666,2154.94666666667
ROI# 80,737.65,2116.25
ROI# 81,747.855714285714,1408.22857142857
ROI# 82,707.288,2010.876
ROI# 83,719.79,1023.218
ROI# 84,855.724444444445,1896.96888888889
ROI# 85,355.148333333334,1150.32166666667
ROI# 86,690.448571428571,1480.94428571429
ROI# 87,764.44,1811.63777777778
ROI# 88,989.178333333334,1212.83166666667
ROI# 89,1037.44285714286,474.405714285714
ROI# 90,1254.31428571429,1025.51428571429
ROI# 91,943.04,665.125
ROI# 92,818.02,742.305714285714
ROI# 93,971.318333333333,510.338333333333
ROI# 94,1573.01090909091,1368.56545454545
ROI# 95,1322.565,1435.3375
ROI# 96,1007.336,1392.92
ROI# 97,714.107272727273,340.803636363636
ROI# 98,1284.6125,444.1075
ROI# 99,1285.952,1757.264
ROI# 100,837.503636363636,1823.18363636364
ROI# 101,599.731111111111,1091.28444444444
ROI# 102,1404.15272727273,436.598181818182
ROI# 103,153.952727272727,1625.1
ROI# 104,1415.05428571429,721.894285714286
ROI# 105,972.806666666666,413.596666666667
ROI# 106,1478.84,917.3975
ROI# 107,800.16,357.04
ROI# 108,1180.32285714286,1035.72
ROI# 109,1213.91666666667,1297.66666666667
ROI# 110,1061.3625,1252.2725
ROI# 111,984.713333333333,717.216666666667
ROI# 112,1047.22333333333,1878.11666666667
ROI# 113,1537.52285714286,350.661428571428
ROI# 114,1298.75166666667,754.425
ROI# 115,784.284444444444,1259.96222222222
ROI# 116,1228.02347826087,217.266086956522
ROI# 117,1340.425,1598.31
ROI# 118,1074.01333333333,1382.99777777778
ROI# 119,1280.89166666667,537.128333333333
ROI# 120,871.6,491.982222222222
ROI# 121,1018.44888888889,337.195555555556
ROI# 122,1516.54444444444,793.617777777778
ROI# 123,1458.00333333333,614.521666666667
ROI# 124,1166.29,1235.752
ROI# 125,907.32,1415.88285714286
ROI# 126,791.825333333333,2210.908
ROI# 127,1521.2575,656.195
ROI# 128,1343.61428571429,1117.36571428571
ROI# 129,1330.85714285714,474.405714285714
ROI# 130,1357.392,708.286666666667
ROI# 131,641.404444444444,1714.4
ROI# 132,1499.44769230769,1002.74769230769
ROI# 133,1178.46727272727,904.205454545455
ROI# 134,823.973333333333,1511.98666666667
ROI# 135,647.357777777778,692.411111111111
ROI# 136,1154.38333333333,1145.85666666667
ROI# 137,1108.245,415.085
ROI# 138,1055.558,540.998
ROI# 139,1467.13862068965,283.136551724138
